ID Empresa:,,,,,,,,,,,
RFC:,,,,,,,,,,,
Folio:,,,,,,,,,,,
Fecha Inicial:,,,,,,,,,,,
Fecha Final:,,,,,,,,,,,
Pagos,,,,,,,,,Factura,,
ID,Usuario,Fecha de elaboración,Tipo de factura,Importe,Conceptos,Empresa,Serie,Rfc,Folio,Fecha de factura,Estatus
210,g.velazquez004,02/02/2017,FACTURA,7905,"SERVICIOS EDUCATIVOS PARA LA LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS DEL ENTRETENIMIENTO, CON RECONOCIMIENTO DE VALIDEZ OFICIAL DE ESTUDIOS, 4TA GENERACIÓN.. ",EBC,EMP,CRA120531P89,119279,02/02/2017,FACTURADO
210,g.velazquez004,02/02/2017,FACTURA,664191,"SERVICIOS EDUCATIVOS PARA LA LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS DEL ENTRETENIMIENTO, CON RECONOCIMIENTO DE VALIDEZ OFICIAL DE ESTUDIOS, 4TA GENERACIÓN.. ",EBC,EMP,CRA120531P89,119278,02/02/2017,FACTURADO
1740,g.velazquez004,01/02/2017,FACTURA,222720,PROGRAMA PARA LA ADMINISTRACIÓN INTEGRAL DEL RIESGO.. ,EBC,EMP,CSE000218M35,119101,01/02/2017,FACTURADO
1598,g.velazquez004,31/01/2017,FACTURA,29232,"ESTA FACTURA SUSTITUYE AL FOLIO EMP116586 DE FECHA 18-01-2017 POR CONCEPTO DE: CURSO FINANZAS PARA NO FINANCIEROS RX, 1 DE 2, ORDEN DE COMPRA 59378.. ",EBC,EMP,IFA861119QE9,118986,31/01/2017,FACTURADO
1598,g.velazquez004,31/01/2017,FACTURA,12528,"ESTA FACTURA SUSTITUYE AL FOLIO EMP116584 DE FECHA 18-01-2017 POR CONCEPTO DE : CURSO DE FINANZAS PARA NO FINANCIEROS OTC, 2 DE 2, ORDEN DE COMPRA 59249.. ",EBC,EMP,IFA861119QE9,118985,31/01/2017,FACTURADO
1568,g.velazquez004,31/01/2017,FACTURA,373520,"ESCUELA DE LIDERAZGO NUBAJ, 3 DE 5.. ESCUELA DE LIDERAZGO NUBAJ, 2 DE 5.. ",EBC,EMP,NUB130904HN0,118924,31/01/2017,FACTURADO
1111,g.velazquez004,30/01/2017,FACTURA,80736,CURSO EXCEL INTERMEDIO.. ,EBC,EMP,LMS011201U16,118718,30/01/2017,FACTURADO
1462,g.velazquez004,27/01/2017,FACTURA,32480,"TALLER CONVERSACIONES DIFÍCILES PARA LLEGAR A LA VENTA EXITOSA, 40 PARTICIPANTES, DURACIÓN: 4 HORAS.. ",EBC,EMP,UPM940315SH3,118490,27/01/2017,FACTURADO
67,g.velazquez004,24/01/2017,FACTURA,41530.32,"DESARROLLO DE ARTÍCULOS 2017, 1 DE 12.. ",EBC,EMP,AME860107KD9,117944,24/01/2017,FACTURADO
1674,g.velazquez004,24/01/2017,FACTURA,1740,"CONFERENCIA CALIDAD EN EL SERVICIO, 80 CONSTANCIAS DE PARTICIPACIÓN.. ",EBC,EMP,MFA1411052F2,117929,24/01/2017,FACTURADO
1702,g.velazquez004,20/01/2017,FACTURA,64032,"CURSO OPTIMIZACIÓN DEL CAPITAL DE TRABAJO Y GESTIÓN DEL FLUJO DE EFECTIVO (CASH FLOW / WORKING CAPITAL), ORDEN DE COMPRA 187408.. ",EBC,EMP,PME111101TQ0,117358,20/01/2017,FACTURADO
266,g.velazquez004,20/01/2017,FACTURA,508080,DISEÑO E IMPARTICIÓN CRÉDITO GOBIERNO Y FIDUCIARIO.. ,EBC,EMP,BBS001025HP2,117357,20/01/2017,FACTURADO
540,g.velazquez004,18/01/2017,FACTURA,31784,"ESTA FACTURA SUSTITUYE AL FOLIO EMP114441 DE FECHA 06-01-2017 POR CONCEPTO DE: PROGRAMA PARA EL DESARROLLO Y CAPACITACIÓN DEL TALENTO HUMANO, IMPARTIDO A 16 PARTICIPANTES, DEL 05 AL 07 DE DICIEMBRE 2016, DURACIÓN: 24 HORAS.. ",EBC,EMP,SAW9808016A3,116589,18/01/2017,CANCELADO
540,g.velazquez004,18/01/2017,FACTURA,40600,"ESTA FACTURA SUSTITUYE AL FOLIO EMP114440 DE FECHA 06-01-2017 POR CONCEPTO DE: PROGRAMA PARA EL DESARROLLO Y CAPACITACIÓN DEL TALENTO HUMANO, IMPARTIDO A 16 PARTICIPANTES, DEL 05 AL 07 DE DICIEMBRE 2016 , DURACIÓN: 24 HORAS.. ",EBC,EMP,SAW9808016A3,116588,18/01/2017,CANCELADO
1598,g.velazquez004,18/01/2017,FACTURA,29232,"CURSO FINANZAS PARA NO FINANCIEROS RX, 2 DE 2, ORDEN DE COMPRA 59378.. ",EBC,EMP,IFA861119QE9,116586,18/01/2017,CANCELADO
1598,g.velazquez004,18/01/2017,FACTURA,29232,"CURSO FINANZAS PARA NO FINANCIEROS RX, 1 DE 2, ORDEN DE COMPRA 59249.. ",EBC,EMP,IFA861119QE9,116585,18/01/2017,FACTURADO
1598,g.velazquez004,18/01/2017,FACTURA,12528,"CURSO FINANZAS PARA NO FINANCIEROS OTC, 2 DE 2, ORDEN DE COMPRA 59378.. ",EBC,EMP,IFA861119QE9,116584,18/01/2017,CANCELADO
1598,g.velazquez004,18/01/2017,FACTURA,12528,"CURSO FINANZAS PARA NO FINANCIEROS OTC, 1 DE 2, ORDEN DE COMPRA 59249.. ",EBC,EMP,IFA861119QE9,116581,18/01/2017,FACTURADO
1436,g.velazquez004,17/01/2017,FACTURA,38860,"CURSO-TALLER LIDERAZGO TRANSFORMADOR,, 3 DE 6.. ",EBC,EMP,AIP111003SE0,116179,17/01/2017,FACTURADO
1598,g.velazquez004,10/01/2017,FACTURA,41760,"TALLER DE FINANZAS EN LA MERCADOTECNIA, 1 DE 2.. ",EBC,EMP,IFA861119QE9,114990,10/01/2017,CANCELADO
1410,g.velazquez004,06/01/2017,FACTURA,30160,TALLER DE FIDEICOMISOS APLICADOS A NUEVOS NEGOCIOS.. ,EBC,EMP,CRS930216815,114464,06/01/2017,FACTURADO
1674,g.velazquez004,06/01/2017,FACTURA,31320,CONFERENCIA CALIDAD EN EL SERVICIO.. ,EBC,EMP,MFA1411052F2,114463,06/01/2017,FACTURADO
464,g.velazquez004,06/01/2017,FACTURA,194880,"ESTA FACTURA SUSTITUYE AL FOLIO EMP106833 DE FECHA 10 DE NOVIEMBRE 2016 POR CONCEPTO DE: IMPARTICIÓN DE PROGRAMA DE FORMACIÓN INSTITUCIONAL, MÓDULO 15.. ",EBC,EMP,ARG990409TB3,114444,06/01/2017,FACTURADO
1673,g.velazquez004,06/01/2017,FACTURA,263088,ESTA FACTURA SUSTITUYE AL FOLIO EMP111285 DE FECHA 13 DE DICIEMBRE 2016 POR CONCEPTO DE: PROGRAMA DE LIDERAZGO ORIENTADO A RESULTADOS PARA INEA.. ,EBC,EMP,NNC121031D79,114443,06/01/2017,FACTURADO
1494,g.velazquez004,06/01/2017,FACTURA,39084.27,"ESTA FACTURA SUSTITUYE AL FOLIO EMP105422 DE FECHA 27 DE OCTUBRE 2016 POR CONCEPTO DE: DIPLOMADO EN GESTIÓN ESTRATÉGICA DEL CAPITAL HUMANO, 4 DE 9, OC 36479.. ",EBC,EMP,EAG761018LQ8,114442,06/01/2017,FACTURADO
540,g.velazquez004,06/01/2017,FACTURA,31784,"ESTA FACTURA SUSTITUYE AL FOLIO EMP110597 DE FECHA 7 DE DICIEMBRE 2016 POR CONCEPTO DE: PROGRAMA PARA EL DESARROLLO Y CAPACITACIÓN DEL TALENTO HUMANO, IMPARTIDO A 16 PARTICIPANTES, DEL 05 AL 07 DE DICIEMBRE 2016, DURACIÓN: 24 HORAS.. ",EBC,EMP,SAW9808016A3,114441,06/01/2017,CANCELADO
540,g.velazquez004,06/01/2017,FACTURA,40600,"ESTA FACTURA SUSTITUYE AL FOLIO EMP110597 DE FECHA 7 DE DICIEMBRE 2016, POR CONCEPTO DE: PROGRAMA PARA EL DESARROLLO Y CAPACITACIÓN DEL TALENTO HUMANO, IMPARTIDO A 16 PARTICIPANTES, DEL 05 AL 07 DE DICIEMBRE 2016, DURACIÓN: 24 HORAS. . ",EBC,EMP,SAW9808016A3,114440,06/01/2017,CANCELADO
1596,g.velazquez004,06/01/2017,FACTURA,191400,"PROGRAMA DE CAPACITACIÓN EN EXCEL, 10 SESIONES EN QUERÉTARO.. ",EBC,EMP,BCO021111MZ6,114439,06/01/2017,FACTURADO
379,g.velazquez004,06/01/2017,FACTURA,78026.24,DIPLOMADO LÍDERES EN DESARROLLO.. ,EBC,EMP,OEA1206084U8,114438,06/01/2017,FACTURADO
379,g.velazquez004,06/01/2017,FACTURA,304523.2,DIPLOMADO LÍDERES EN DESARROLLO.. ,EBC,EMP,OEA1206084U8,114437,06/01/2017,FACTURADO
379,g.velazquez004,06/01/2017,FACTURA,3039.2,DIPLOMADO LÍDERES EN DESARROLLO.. ,EBC,EMP,OEA1206084U8,114436,06/01/2017,FACTURADO
379,g.velazquez004,06/01/2017,FACTURA,4141.2,DIPLOMADO LÍDERES EN DESARROLLO.. ,EBC,EMP,OEA1206084U8,114435,06/01/2017,FACTURADO
379,g.velazquez004,06/01/2017,FACTURA,3364,DIPLOMADO LÍDERES EN DESARROLLO.. ,EBC,EMP,OEA1206084U8,114434,06/01/2017,FACTURADO
379,g.velazquez004,06/01/2017,FACTURA,25317,DIPLOMADO LÍDERES EN DESARROLLO.. ,EBC,EMP,OEA1206084U8,114433,06/01/2017,FACTURADO
379,g.velazquez004,06/01/2017,FACTURA,5974,DIPLOMADO LÍDERES EN DESARROLLO.. ,EBC,EMP,OEA1206084U8,114432,06/01/2017,FACTURADO
379,g.velazquez004,06/01/2017,FACTURA,24534,DIPLOMADO LÍDERES EN DESARROLLO.. ,EBC,EMP,OEA1206084U8,114431,06/01/2017,FACTURADO
379,g.velazquez004,06/01/2017,FACTURA,61788.56,DIPLOMADO LÍDERES EN DESARROLLO.. ,EBC,EMP,OEA1206084U8,114430,06/01/2017,FACTURADO
379,g.velazquez004,06/01/2017,FACTURA,115692.6,DIPLOMADO LÍDERES EN DESARROLLO.. ,EBC,EMP,OEA1206084U8,114429,06/01/2017,FACTURADO
1602,g.velazquez004,16/12/2016,FACTURA,3325,"PAGO BANCO DERECHOS DE TITULACIÓN.PERIODO: 201683 POSGRADO SEPTIEMBRE - OCTUBRE  2016, CARRERA: ESPECIALIDAD EN NEGOCIOS DE FIANZAS Y GARANTÍAS, ID: M00304481, FECHA DE PAGO: 04/11/16, NOMBRE: PÉREZ SÁNCHEZ*JESÚS ALBERTO.. ",EBC,EMP,CAL0810284T3,112942,16/12/2016,FACTURADO
1593,g.velazquez004,15/12/2016,FACTURA,46400,TALLER DE SERVICIO AL CLIENTE.. ,EBC,EMP,DCO090320CZ5,112020,15/12/2016,FACTURADO
1596,g.velazquez004,15/12/2016,FACTURA,261000,PROGRAMA DE CAPACITACIÓN EN EXCEL.. ,EBC,EMP,BCO021111MZ6,111941,15/12/2016,FACTURADO
98,g.velazquez004,14/12/2016,FACTURA,867703.2,PROGRAMA DE FORMACIÓN INTEGRAL.. ,EBC,EMP,AXX970225GL0,111613,14/12/2016,FACTURADO
1470,g.velazquez004,14/12/2016,FACTURA,96744,"TALLER MENTORING E-LEARNING, 1 DE 2.. ",EBC,EMP,CPM960127M3A,111510,14/12/2016,FACTURADO
1568,g.velazquez004,13/12/2016,FACTURA,263088,PROGRAMA DE LIDERAZGO ORIENTADO A RESULTADOS PARA INEA.. ,EBC,EMP,NUB130904HN0,111285,13/12/2016,FACTURADO
1568,g.velazquez004,13/12/2016,FACTURA,263088,PROGRAMA DE LIDERAZGO ORIENTADO A RESULTADOS PARA EL INEA.. ,EBC,EMP,NUB130904HN0,111284,13/12/2016,ERRONEO
1589,g.velazquez004,13/12/2016,FACTURA,375840,PROGRAMA PARA EL DESARROLLO DE HABILIDADES FINANCIERAS EN VENTAS.. ,EBC,EMP,BSM961107QV7,111283,13/12/2016,FACTURADO
1588,g.velazquez004,13/12/2016,FACTURA,55216,CERTIFICACIÓN EBC EN VENTAS.. ,EBC,EMP,CCI960315U75,111282,13/12/2016,FACTURADO
1574,g.velazquez004,07/12/2016,FACTURA,37120,"CURSO LEY DE ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS DEL SECTOR PÚBLICO, PARA LOS SERVIDORES PÚBLICOS DEL CONSEJO DE PROMOCIÓN TURÍSTICA DE MÉXICO, S.A. DE C.V. . ",EBC,EMP,CPT991022DE7,110613,07/12/2016,FACTURADO
540,g.velazquez004,07/12/2016,FACTURA,72384,"PROGRAMA PARA EL DESARROLLO Y CAPACITACIÓN DEL TALENTO HUMANO, IMPARTIDO A 16 PARTICIPANTES, DEL 05 AL 07 DE DICIEMBRE 2016, DURACIÓN: 24 HORAS.. ",EBC,EMP,SAW9808016A3,110597,07/12/2016,FACTURADO
1492,g.velazquez004,06/12/2016,FACTURA,19662,"CURSO TALLER EXCEL FINANCIERO, 30 HORAS. 2 DE 2.. ",EBC,EMP,PME070416LM6,110538,06/12/2016,FACTURADO
1470,g.velazquez004,06/12/2016,FACTURA,193488,TALLER MENTORING E-LEARNING.. ,EBC,EMP,CPM960127M3A,110537,06/12/2016,CANCELADO
568,g.velazquez004,06/12/2016,FACTURA,58000,"SEMINARIO DE HABILIDADES GERENCIALES PARA EL ÁREA DE CONTRALORÍA, DURACIÓN: 16 HORAS.. ",EBC,EMP,SPK090225B28,110471,06/12/2016,FACTURADO
1568,g.velazquez004,06/12/2016,FACTURA,101500,"DESARROLLO DE CONTENIDOS DE ESCUELA DE LIDERAZGO NUBAJ, 1 DE 2.. ",EBC,EMP,NUB130904HN0,110470,06/12/2016,FACTURADO
3,g.velazquez004,06/12/2016,FACTURA,116000,PROGRAMA DE CAPACITACIÓN POR PROTOCOLOS PARA RETROALIMENTACIÓN.. ,EBC,EMP,AAC030707E87,110469,06/12/2016,FACTURADO
464,g.velazquez004,06/12/2016,FACTURA,29000,ACTUALIZACIÓN DEL PROGRAMA DE FORMACIÓN INSTITUCIONAL- MÓDULOS 11 AL 15.. ,EBC,EMP,ARG990409TB3,110468,06/12/2016,FACTURADO
1567,g.velazquez004,06/12/2016,FACTURA,213440,PROGRAMA DE DESARROLLO GERENCIAL. . ,EBC,EMP,DLA610316ISA,110467,06/12/2016,FACTURADO
1394,g.velazquez004,05/12/2016,FACTURA,23200,"CURSO PENSAMIENTO FINANCIERO EN VENTAS, DURACIÓN: 8 HORAS, NÚMERO DE PARTICIPANTES: 25, FECHA Y HORARIO: 20 DE SEPTIEMBRE DE 8:00 A 17:00 HORAS. . ",EBC,EMP,GHN571231C19,110377,05/12/2016,FACTURADO
879,g.velazquez004,05/12/2016,FACTURA,19070.4,"Curso de Excel 2016, 10 participantes. Pedido de compra: PU00096447-1.. ",EBC,EMP,SME7811306Z7,110368,05/12/2016,FACTURADO
13,g.velazquez004,02/12/2016,FACTURA,139200,"CONTRATO PARA LA ELABORACIÓN E IMPARTICIÓN DEL CURSO ""OPERACIONES FINANCIERAS DERIVADAS"", DE ACUERDO AL CONTRATO NO. CS-315-AD-N-A-PE-040/16"". ESTA FACTURA AMPARA EL PAGO TOTAL DEL CONTRATO NO. CS-315-AD-N-A-PE-040/16. ELABORACIÓN E IMPARTICIÓN DEL CURSO DIRECTO ""OPERACIONES FINANCIERAS DERIVADAS"". PARA HASTA 4 GRUPOS DE MÁXIMO 25 PERSONAS CON UNA DURACIÓN DE 16 HORAS CADA GRUPO.. ",EBC,EMP,SAT970701NN3,110245,02/12/2016,CANCELADO
464,g.velazquez004,01/12/2016,FACTURA,194880,IMPARTICIÓN DEL PROGRAMA DE FORMACIÓN INSTITUCIONAL- MÓDULO 16.. ,EBC,EMP,ARG990409TB3,110140,01/12/2016,FACTURADO
67,g.velazquez004,01/12/2016,FACTURA,41820.75,"DESARROLLO DE ARTÍCULOS 2016, ENTREGA 11 DE 11.. ",EBC,EMP,AME860107KD9,110126,01/12/2016,FACTURADO
95,g.velazquez004,01/12/2016,FACTURA,104489.44,"DIPLOMADO EN GESTIÓN ESTRATÉGICA DEL CAPITAL HUMANO, 9 DE 9, OC18645.. ",EBC,EMP,GCO9311174I0,110125,01/12/2016,FACTURADO
1558,g.velazquez004,01/12/2016,FACTURA,19542.14,"DIPLOMADO EN GESTIÓN ESTRATÉGICA DEL CAPITAL HUMANO, 8 DE 9, OC11570.. ",EBC,EMP,PEN821025TK9,110124,01/12/2016,FACTURADO
1557,g.velazquez004,01/12/2016,FACTURA,39084.27,"DIPLOMADO EN GESTIÓN ESTRATÉGICA DEL CAPITAL HUMANO, 7 DE 9, OC29805.. ",EBC,EMP,FPU960221PX4,110123,01/12/2016,FACTURADO
1556,g.velazquez004,01/12/2016,FACTURA,19542.14,"DIPLOMADO EN GESTIÓN ESTRATÉGICA DEL CAPITAL HUMANO, 6 DE 9, OC5210.. ",EBC,EMP,KSI1208234S1,110117,01/12/2016,FACTURADO
1427,g.velazquez004,01/12/2016,FACTURA,81200,CURSO GESTIÓN ESTRATÉGICA DE LA CAPACITACIÓN.. ,EBC,EMP,BNO670315CD0,110115,01/12/2016,FACTURADO
549,g.velazquez004,01/12/2016,FACTURA,258700.5,"SERVICIOS EDUCATIVOS PARA LA ESPECIALIDAD EN NEGOCIOS DE FIANZAS Y GARANTÍAS CON RECONOCIMIENTO DE VALIDEZ OFICIAL DE ESTUDIOS, 5TA. Y 6TA. GENERACIÓN, 10 DE 10.. ",EBC,EMP,CSS050613BF7,110114,01/12/2016,FACTURADO
1548,g.velazquez004,30/11/2016,FACTURA,3325,"PAGO BANCO DERECHOS DE TITULACIÓN.PERIODO: 201683 POSGRADO SEPTIEMBRE - OCTUBRE  2016, CARRERA: ESPECIALIDAD EN NEGOCIOS DE FIANZAS Y GARANTÍAS, ID: M00314222, FECHA DE PAGO: 16/11/16, NOMBRE: JIMENEZ BAUTISTA JUANA.

. ",EBC,EMP,LMS9001261VA,110019,30/11/2016,FACTURADO
1394,g.velazquez004,30/11/2016,FACTURA,27840,"CURSO PENSAMIENTO FINANCIERO EN VENTAS, DURACIÓN: 8 HORAS, NÚMERO DE PARTICIPANTES: 25, FECHA Y HORARIO: 20 DE SEPTIEMBRE DE 8:00 A 17:00 HORAS.  20% RECARGO CHEQUE DEVUELTO.. ",EBC,EMP,GHN571231C19,109955,30/11/2016,FACTURADO
1436,g.velazquez004,29/11/2016,FACTURA,38860,CURSO-TALLER LIDERAZGO TRANSFORMADOR.. ,EBC,EMP,AIP111003SE0,109889,29/11/2016,FACTURADO
1548,g.velazquez004,29/11/2016,FACTURA,3325,"PAGO BANCO DERECHOS DE TITULACIÓN.PERIODO: 201683 POSGRADO SEPTIEMBRE - OCTUBRE  2016, CARRERA: ESPECIALIDAD EN NEGOCIOS DE FIANZAS Y GARANTÍAS, ID: M00314226, FECHA DE PAGO: 16/11/16, NOMBRE: OJEDA VALENCIA FERNANDA FABIOLA.. ",EBC,EMP,LMS9001261VA,109888,29/11/2016,FACTURADO
35,g.velazquez004,28/11/2016,FACTURA,42436.63,"IMPARTICIÓN DE MATERIAS: LABORATORIO 3, GRUPO 3.. ",EBC,EMP,DOC960723EK2,109831,28/11/2016,FACTURADO
35,g.velazquez004,28/11/2016,FACTURA,56852.19,GRUPO 3: HERRAMIENTAS DE  MS OFFICE-EXCEL.. ,EBC,EMP,DOC960723EK2,109830,28/11/2016,FACTURADO
1546,g.velazquez004,28/11/2016,FACTURA,139490,CURSO METODOLOGÍA EN ADMINISTRACIÓN DE PROYECTOS. . ,EBC,EMP,SCC0601276U1,109789,28/11/2016,FACTURADO
3,g.velazquez004,24/11/2016,FACTURA,213440,PROGRAMA DE DESARROLLO GERENCIAL.. ,EBC,EMP,AAC030707E87,109572,24/11/2016,FACTURADO
77,g.velazquez004,24/11/2016,FACTURA,40600,APLICACIÓN DE EVALUACIONES DE POTENCIAL 2016.. ,EBC,EMP,AIF050114QM3,109562,24/11/2016,FACTURADO
1537,g.velazquez004,22/11/2016,FACTURA,11840,PAGO POR PROGRAMA PARA EL DESARROLLO DE HABILIDADES FINANCIERAS EN VENTAS: DÍA 11/11/2016. ,EBC,EMP,AIM940812GG3,109371,22/11/2016,FACTURADO
1537,g.velazquez004,22/11/2016,FACTURA,74000,PAGO POR PROGRAMA PARA EL DESARROLLO DE HABILIDADES FINANCIERAS EN VENTAS: DÍA 20/10/2016. ,EBC,EMP,AIM940812GG3,109370,22/11/2016,FACTURADO
549,g.velazquez004,22/11/2016,FACTURA,258700.5,"SERVICIOS EDUCATIVOS  PARA LA ESPECIALIDAD EN NEGOCIOS DE FIANZAS Y GARANTÍAS CON RECONOCIMIENTO DE VALIDEZ OFICIAL DE ESTUDIOS, 5TA. Y 6TA. GENERACIÓN, 9 DE 10.. ",EBC,EMP,CSS050613BF7,109369,22/11/2016,FACTURADO
1312,g.velazquez004,22/11/2016,FACTURA,103472,"ESCUELA DE SERVICIO FRAICHE, 3 DE 3.. ",EBC,EMP,SEA110427BU8,109368,22/11/2016,FACTURADO
1532,g.velazquez004,16/11/2016,FACTURA,48720,"CURSO: ANÁLISIS FISCAL INTEGRAL PARA EL PROGRAMA ANUAL DE CAPACITACIÓN FONATUR 2016, DURACIÓN: 21 HORAS.. ",EBC,EMP,FNF740416I93,108634,16/11/2016,FACTURADO
1532,g.velazquez004,15/11/2016,FACTURA,48720,CURSO: ANÁLISIS FISCAL INTEGRAL PARA EL PROGRAMA ANUAL DE CAPACITACIÓN FONATUR 2016. DURACIÓN: 21 HORAS.. ,EBC,EMP,FNF740416I93,107999,15/11/2016,CANCELADO
464,g.velazquez004,10/11/2016,FACTURA,29000,ACTUALIZACIÓN DEL PROGRAMA DE FORMACIÓN INSTITUCIONAL. LABORATORIOS 1 Y 2.. ,EBC,EMP,ARG990409TB3,106834,10/11/2016,FACTURADO
464,g.velazquez004,10/11/2016,FACTURA,194880,IMPARTICIÓN DE PROGRAMA DE FORMACIÓN INSTITUCIONAL. MÓDULO 14.. ,EBC,EMP,ARG990409TB3,106833,10/11/2016,FACTURADO
1421,g.velazquez004,09/11/2016,FACTURA,5568,Esta factura sustituye al folio EMP101742 de fecha 29 de septiembre 2016 por concepto de : Asesorías Participantes IMMEX.. ,EBC,EMP,IHA060815IE1,106696,09/11/2016,FACTURADO
568,g.velazquez004,08/11/2016,FACTURA,92289.6,"TALLER ""SHARE POINT"" PARA EL ÁREA DE SISTEMAS. DURACIÓN 26 HORAS.. ",EBC,EMP,SPK090225B28,106613,08/11/2016,FACTURADO
568,g.velazquez004,08/11/2016,FACTURA,85190.4,"TALLER ""HABILIDADES GERENCIALES"" PARA EL ÁREA DE SISTEMAS. DURACIÓN: 24 HORAS.. ",EBC,EMP,SPK090225B28,106569,08/11/2016,FACTURADO
3,g.velazquez004,03/11/2016,FACTURA,63800,PROGRAMA INDIVIDUAL DE PMI.. ,EBC,EMP,AAC030707E87,105964,03/11/2016,FACTURADO
3,g.velazquez004,03/11/2016,FACTURA,135952,PROGRAMA DE OUTPLACEMENT.. ,EBC,EMP,AAC030707E87,105963,03/11/2016,FACTURADO
1505,g.velazquez004,01/11/2016,FACTURA,27144,CURSO COSTO ESTÁNDAR 12 HORAS. . ,EBC,EMP,SER150318LHA,105874,01/11/2016,FACTURADO
98,g.velazquez004,01/11/2016,FACTURA,64960,"CURSO-TALLER: PRESENTACIONES DE ALTO IMPACTO GRUPO 3. DURACIÓN TOTAL: 16 HORAS. 18,19,25 Y 26 DE OCTUBRE.. ",EBC,EMP,AXX970225GL0,105803,01/11/2016,FACTURADO
1394,g.velazquez004,01/11/2016,FACTURA,31900,"CURSO ADMINISTRACIÓN DE PROYECTOS, DURACIÓN: 10 HORAS, NÚMERO DE PARTICIPANTES: 25. 24 DE NOVIEMBRE Y 8 DE DICIEMBRE DE 8:00 A 13:00 HORAS.. ",EBC,EMP,GHN571231C19,105802,01/11/2016,FACTURADO
549,g.velazquez004,01/11/2016,FACTURA,123424,"GASTOS DE TITULACIÓN, PARTE CORRESPONDIENTE A CORPORACIÓN DE SERVICIOS SAN JOSÉ.. ",EBC,EMP,CSS050613BF7,105796,01/11/2016,FACTURADO
549,g.velazquez004,01/11/2016,FACTURA,1441.88,SERVICIOS ADMINISTRATIVOS DE CAPACITACIÓN.. ,EBC,EMP,CSS050613BF7,105795,01/11/2016,FACTURADO
67,g.velazquez004,01/11/2016,FACTURA,41820.75,"DESARROLLO DE ARTÍCULOS 2016, ENTREGA 10 DE 11.. ",EBC,EMP,AME860107KD9,105794,01/11/2016,FACTURADO
1494,g.velazquez004,27/10/2016,FACTURA,39084.27,"DIPLOMADO EN GESTIÓN ESTRATÉGICA DEL CAPITAL HUMANO, 4 DE 9, OC 36479.. ",EBC,EMP,EAG761018LQ8,105422,27/10/2016,FACTURADO
549,g.velazquez004,26/10/2016,FACTURA,258700.5,"SERVICIOS EDUCATIVOS PARA LA ESPECIALIDAD EN NEGOCIOS DE FIANZAS Y GARANTÍAS CON RECONOCIMIENTO DE VALIDEZ OFICIAL DE ESTUDIOS, 5TA. Y 6TA. GENERACIÓN, 8 DE 10.. ",EBC,EMP,CSS050613BF7,105336,26/10/2016,FACTURADO
1492,g.velazquez004,25/10/2016,FACTURA,19662,"CURSO TALLER EXCEL FINANCIERO, DURACIÓN: 30 HORAS.  1 DE 2. . ",EBC,EMP,PME070416LM6,105233,25/10/2016,FACTURADO
1432,g.velazquez004,19/10/2016,FACTURA,69600,PROGRAMA DE CONTABILIDAD DE INSTRUMENTOS FINANCIEROS DERIVADOS Y OPERACIONES DE COBERTURA. BOLETÍN C-10.. ,EBC,EMP,PBI061115SC6,104594,19/10/2016,FACTURADO
1470,g.velazquez004,19/10/2016,FACTURA,64960,CURSO-TALLER FORMACIÓN DE FACILITADORES. ,EBC,EMP,CPM960127M3A,104592,19/10/2016,FACTURADO
464,g.velazquez004,17/10/2016,FACTURA,29000,ACTUALIZACIÓN DEL PROGRAMA DE FORMACIÓN INSTITUCIONAL- MÓDULOS 11 A 15.. ,EBC,EMP,ARG990409TB3,103436,17/10/2016,FACTURADO
35,g.velazquez004,17/10/2016,FACTURA,56582.19,"IMPARTICIÓN DE MATERIA: GRUPO 3 , COACHING.. ",EBC,EMP,DOC960723EK2,103435,17/10/2016,FACTURADO
1462,g.velazquez004,17/10/2016,FACTURA,16240,"CONFERENCIA NEGOCIACIÓN EN LAS VENTAS, 30 PARTICIPANTES, DURACIÓN: 2 HORAS.. ",EBC,EMP,UPM940315SH3,103434,17/10/2016,FACTURADO
78,g.velazquez004,10/10/2016,FACTURA,63646.5,APLICACIÓN DE EVALUACIONES DE POTENCIAL 2016.. ,EBC,EMP,AIL0501146I3,102568,10/10/2016,FACTURADO
76,g.velazquez004,10/10/2016,FACTURA,63646.5,APLICACIÓN DE EVALUACIONES DE POTENCIAL 2016.. ,EBC,EMP,SAM011217V64,102567,10/10/2016,FACTURADO
77,g.velazquez004,10/10/2016,FACTURA,63646.49,APLICACIÓN DE EVALUACIONES DE POTENCIAL 2016.. ,EBC,EMP,AIF050114QM3,102566,10/10/2016,FACTURADO
1140,g.velazquez004,10/10/2016,FACTURA,48720,"S030400001 CURSO: ""DESARROLLO DE HABILIDADES DIRECTIVAS"", LOS DÍAS: 05,07,09,12,14,19,21 Y 23 DE SEPTIEMBRE DE 2016, DE 09:00 A 11:30 HRS. DURACIÓN TOTAL: 20 HORAS, CONFORME COTIZACIÓN ANEXA.. ",EBC,EMP,HCD1108216E6,102480,10/10/2016,FACTURADO
1371,g.velazquez004,10/10/2016,FACTURA,24650,"""CURSO DE PLANEACIÓN FINANCIERA Y PRESUPUESTOS"", DURACIÓN: 25 HORAS. 2 DE 2.. ",EBC,EMP,SPO830427DQ1,102479,10/10/2016,FACTURADO
